,text,sentiment
550034,somehow missed @songzyuuup live AGAIN!!  watching pre-recorded i missed from before...everytime he smiles i melt...lol that's ridiculous,negative
31302,I want to go back to sleep ,negative
672066,@tommcfly could speak at least one hi for this humble person? ,negative
516463,@Stodge the texture of the chicken was like squid  i bought it from a shop so it was refridgerated,negative
157088,@rika_01 yea im getting sat the 20th off..so i was planning that weekend..the guys are there during the week is harder to get the days ,negative
787886,@singingsister29 oh yer sure for u it will. sitting on the side lines ,negative
171490,there's only one more cherry dr. pepper left in the fridge...thank God. im addicted to that stuff but it does sad things to my skin. ,negative
266800,"Weird day, I didn't feel good all day  I need more sleep, crashing from school...  Miss him.",negative
416493,@bitterpurl yayay!!!! I'm making scrap blocks tonight and they are kinda lame! ,negative
834391,redaï¿½ï¿½o pronta. vou assistir the big bang theory ,positive
463180,It was his b~day n i jus coodnt say NO  N i havnt rode a bike n 4ever...N i never will AGAIN,negative
988791,"@ChrisDaCosta I agree, I suspect most of people who make one-phrase reviews for movies and book, never even bother to watch or read ",positive
726754,"@benjern aww, so sweet. my dad isn't at home. he's in KL  but he's comung bck today.",negative
1234631,FINALLY I got a breakfast bagel&amp;coffee ,positive
440969,So the Bounty is already over for me  I deserved it. Two tickets two go. No more mistakes hopefully.,negative
80686,Having a fams reunion without arby  and waiting for Gavin to sign up to twitter,negative
248015,not feeling to good... ,negative
627882,Done boxing. And I got punched in the eye. Hope I don't have a black eye tom ,negative
1127655,vi@antenaweb  &quot;Sun Is Shining&quot; ? http://blip.fm/~7c8at,positive
1492863,@bustyrockets Lol.. Phew.. Message to brain.. Read tweets more carefully ,positive
739974,@sammi_jade oh wow cool!! i am yet to acquire a famous tweet. ,negative
1593159,"@cherylho Jackknife situpts and leg raises, the only thing you will ever need. ",positive
594094,@mgiraudofficial please support Danny and not hate  u guys r friends! Retweet #DannyGokeyIsLove to counter the negative trending topic!,negative
348080,boo hoo i don't wanna go to work right now ,negative
387840,interview on tuesday and and and....   ,negative
350103,I wanna see The Offspring ,negative
1056707,"+ Exited about new Gorillaz album, better be finished soon, so is @brandnew album, whats the title gonna be anyway?  exiiited",positive
1037344,so HAPPY for you!! ,positive
508003,depressing situation ,negative
1436675,Woke up today after having a great dream about a painting and a really good friend she needs to call.  ,positive
381376,@LiLMsKiaBo0 smh damn you think she dodging? Idk my day was iight I wanted 2 go see hangover  we should go see it if we don't go 2 amazura,negative
856665,"back to college, for the last leg, only 2 weeks of lectures then exam time... but then im finished in the GMIT for ever!!!!! ",positive
444650,obviously the cafe sua da i had w my banh coun this afternoon was not strong enough.  i keep yawning  maybe i will take a nappies..,negative
237158,hungover after a shit night out .... hate it !!! ,negative
824114,@trishazurin So let's get on with the gossip  i laaav gossip!,positive
1025664,@Angelo85 thanx man but it's really taking long time to be realest doesn't it ,positive
570287,Shopping was a success! New jeans and a new hoodie and didn't spend over $80! Now to the park! I miss @geebmasterflex though ,negative
333830,Nevermind...interview is done. Not a single question from the community ,negative
62278,Whoops. Just used up my first ink cartridge for my #livescribe pen. Was hoping they last longer than 10 pages. ,negative
1066691,@gohard510 wut time is ur date ,positive
1055334,has just got back from a good surfing day at the beach !!  xx,positive
1559983,Were Gonna Move To California And Get Married. ,positive
340567,@PlayStationEU When's FFVII coming out on the EU stores?? ,negative
233145,NOOOOO! I got to last survival level of plants v zombies and lost by 1 ZOMBIE after playing like 30 min. I h8 my life. I want gold trophy ,negative
822953,"@OCJeriko If you don't want the vegetarian JJs, I'd be more than happy to take one off your hands.  I love them.  ",positive
369185,sat tomorrow ,negative
927550,"walked in the door to find &quot;Twilight&quot; playing for the 87th time. regardless, happy to be home   call your momma!",positive
1150733,Is watching 28 Days Later  I love Danny Boyle!,positive
416007,wonders what time will the whole family be home for this great lunch?  http://plurk.com/p/yzbkd,negative
954246,Morning everyone ,positive
340739,"@rosekittyellie you're not missing much  eject back, net not. less an hours sleep",negative
1164512,@brigittesumner You can use my expierience  http://www.paullasaro.com/,positive
1130288,@angieexx Ang! I love you ,positive
2433,"Carter Co, Kentucky has estblshd thier first public library and are in need of a director!! Thier entire budget is only $54,000/year ",negative
351219,"And as I walk in the door....out walk my boss *gulp*, Boy I really know how to set myself up... ",negative
1180214,@Ghae ok i'm waiting for you ,positive
1586620,its 7a.m and i am up but not because i pulled an all nighter! i actually slept!!! ,positive
1335860,@shawnjackett lol  no problem....that happens to me sometimes too!! ,positive
1379268,I dunn care about other D-Day's ,positive
700602,@annomalies - awww poor pup ,negative
920329,"@tommcfly haha, awww  i wish i had sky! we have freeview.. n'awhh well! x",positive
389658,@KristenJStewart  please reply kristen. it would be so amazing. i'm such a big fan ! please. stay amazing,negative
1372800,Yay! twitter is done with maintenance? ,positive
1218958,@gulpanag do you have any suggestions for an abcd aspiring bollywood singer-songwriter-lyricist?  http://www.myspace.com/leenakamat,positive
1503359,"Received wonderful comment from customer. My moppet pattern is so comprehensive, she doesn't need to buy any others ",positive
817076,@louiebaur you are amazing ,positive
1277354,@fotofacade Nice work! Both the photos and the chosen interface ,positive
295694,@AmoreSempre Well if it helps... my new tan came at a price... it hurts! ,negative
14855,It is still eighteen hours until dim sum time. ,negative
1401804,I find that pictures of the Jonas internet is addictive! But I do not care.. ,positive
267577,WTF middlesbro tower closed for flood? (giggles) 8th floor above my office? (stops giggling) don't have laptop can't work outside ,negative
902496,It's teddy chucking time ,positive
1249753,@historybooks but I believe in whatever YOU do and i'll do anything to see it through because these things WILL CHANGE ,positive
975506,God give me the strength to get up and go to the gym be4 work! Goooodnight ,positive
1280201,Home after a great day of photographing nature at its best. I even got a photo of a mountain lion on the prowl! Sweet dreams to you all ,positive
1294514,is cramming up her readings coz she just had a day of pure bliss. ,positive
1093785,says yo!  http://plurk.com/p/x5xjp,positive
701780,"Got a massive migraine, and my muscles and bones ache ",negative
1470881,@milkshakex3 they follow me too ,positive
1185828,@Barbiechick3004 Yes you are just dont steal the groom lol  XX,positive
85711,appreciates her mum ,negative
839224,@skunkworks716 hahah sure. whatever. no creeps though ,positive
1546858,"Sushi and OJ. #lunch I think I found the sweet potato tempura, too ",positive
499245,OMJ I am super tired ,negative
647374,@Mikey55fan I know what I am doing. Writing a research summary for Dr. Smith and printing 25 charts for Monday's presentation. ,negative
445428,wants her to be alright. ,negative
775870,Is Blah..Everyone I Know Seems To Have Problems That I Can't Fix ,negative
825740,@DJFAR That isnt the route I want u to travel yet! ,positive
116383,chillin at home with Zach...Missin my baby ,negative
1009299,going off MIGHT be back haha. begging for some things  xo night,positive
497822,"is hungry x-) it's raining outside, can't hang at the neighbor's hammock ",negative
337395,Shattered went to bed at 4 and builders arrived at 8am  FAIL,negative
178353,@greentm what happened yesterday? but phone calls with unwell parents - yeah .. know how that goes ...  .. i have two of them now ... meh,negative
414020,@aazenett ow  can i have ur baby?? ajajajajajaj hows the little nut doing?,negative
103751,@MsCareerGirl You're not alone...mine's not working either  ,negative
850433,Babysitting day ,positive
532096,"feeling....in don't know to be honest, can't be good ",negative
825923,@emilwisch Only if that was the temperature... it was well over 120 degrees  A flipping piece of a tablecloth it just perfect ,positive
695256,dying inside....but smile outside..FAKIN like shit ,negative
1500845,@jordanmccoy OUR SONG  that's a cool one,positive
594510,You tube is being difficult it won't let me hear paulina rubio first cross over single ,negative
1538363,Okie dokie one flight down and one to go to get to my final destination  yeah! Too bad its all for work though? I feel like where's Waldo,positive
1098955,@Chad_Lad see you later  x,positive
1571299,@Bowler4Ever good good ,positive
818540,"Sweet! TweetDeck now supports Facebook  Wahoo! Nice and Simple, its perfect!  http://bit.ly/qNsoH",positive
1537186,"just got home from school  text me, 1570-269-5601.",positive
1121690,@RavenousReadr Hey Girl!  How are you? ,positive
1073303,"Okay denver let's do this,  let's win this game please. Happy b day by the way melo ",positive
207919,@ubersaurus so sorry to hear that ,negative
1401664,Watching Into The Woods ,positive
133186,Car was on fire... ,negative
592280,having a party tomorrow. need sleep but it not come. ,negative
603493,"@pixeldiva In solidarity with you over sickness. I've been ill for 3 days. 2 off work. Aching, snotty and yucky ",negative
1289719,@Rocky_Sci Soon it will look even better with Ares 1-X standing on it! ,positive
662768,"Toll House cookie dough recalled, linked to E. coli - http://bit.ly/evtmk #cnn..woah so it's true that you prop shouldn't eat it raw ",negative
219067,@troykids are you going to be back at midnight? ,negative
1068105,My twitter finally works on my phone  My mom realized she had my phone set for a 7 year old :| But its all good now... Finally.,positive
144013,Just grabbed some bagels from Panera for everyone at wk. It's Brittany's last day ,negative
1090687,hard work and fun gets the job done!!! you are allowed to laugh whilst getting beasted ,positive
1134646,@Waldo710 or sleeping with a pig? (@joannayyso get well soon! ,positive
